mancc,pn,ncu,Format
VCN0022718,084-1012-8864,Global Commerce 金永利,
VCN0022718,083-0006-7416,Global Commerce 金永利,
VCN0022718,083-0007-7416,Global Commerce 金永利,
VCN0022718,083-0009-7416,Global Commerce 金永利,
VCN0022718,082-0001-077,Global Commerce 金永利,
VCN0022718,082-0002-077,Global Commerce 金永利,
VCN0022718,082-0006-077,Global Commerce 金永利,
VCN0022718,081-0008-2585,Global Commerce 金永利,
VVN0010029,081-0001-9260,MYS Vietnam 美盈森,
VVN0010029,081-0001-9261,MYS Vietnam 美盈森,
VVN0010029,081-0002-9261,MYS Vietnam 美盈森,
VVN0010029,081-0001-9257,MYS Vietnam 美盈森,
VVN0010029,080-012B-320,MYS Vietnam 美盈森,
VVN0010029,084-00V1-8065,MYS Vietnam 美盈森,
VVN0010066,084-0001-1617,Viet Hung,
VVN0010067,086-0006-00001,Global Commerce 金永利,
VVN0010067,090-0016-532,Global Commerce 金永利,
VVN0010067,090-0003-532,Global Commerce 金永利,
VVN0010067,084-0008-8864,Global Commerce 金永利,
VVN0010067,084-1009-8864,Global Commerce 金永利,
VVN0010067,084-1010-8864,Global Commerce 金永利,
VVN0010067,084-1012-8864,Global Commerce 金永利,
VVN0010067,083-0006-7416,Global Commerce 金永利,
VVN0010067,083-0007-7416,Global Commerce 金永利,
VVN0010067,083-0009-7416,Global Commerce 金永利,
VVN0010067,082-0001-077,Global Commerce 金永利,
VVN0010067,082-0002-077,Global Commerce 金永利,
VVN0010067,082-0006-077,Global Commerce 金永利,
VVN0010067,081-0008-2585,Global Commerce 金永利,
VVN0010168,085-0001-2478-V,Profuse,
VVN0010168,084-0001-1617,Profuse,
VVN0010168,1501001-0010034,Profuse,
VVN0010168,084-0001-1618,Profuse,
VVN0010168,081-0003-280-V,Profuse,
VVN0010168,086-0001-4767-V,Profuse,
VVN0010168,084-0002-8065,Profuse,
VVN0010168,080-0009-038-V,Profuse,
VVN0010168,084-00V3-8057,Profuse,
VVN0010168,084-00V2-8057,Profuse,
VVN0010168,084-00V1-8057,Profuse,
VVN0010168,081-0001-9256,Profuse,
VVN0010168,081-0002-9256,Profuse,
VVN0010168,081-0001-9259,Profuse,
VVN0010168,081-0001-9258,Profuse,
VVN0010168,081-0002-9258,Profuse,
VVN0010168,081-0003-9258,Profuse,
VVN0010168,081-0002-9511,Profuse,
VVN0010168,081-0004-9511,Profuse,
VVN0010168,081-0007-9511,Profuse,
VVN0010168,081-0008-9511,Profuse,
VVN0010168,081-0009-9511,Profuse,
VVN0010168,081-0010-9511,Profuse,
VVN0010168,081-0011-9511,Profuse,
VVN0010168,081-0001-9550,Profuse,
VVN0010168,081-0002-9550,Profuse,
VVN0010168,081-0003-9550,Profuse,
VVN0010168,081-0004-9550,Profuse,
VVN0010168,081-0005-9550,Profuse,
VVN0010168,081-0006-9550,Profuse,
